"Estudiante","Escuela.x","Aula.x","Debate","Votar","Decisiones","Asamblea","Candidato","Medioambiente","Voluntario","Prop.decision","Expres.opinion","Discus.politic","Opinion.mayoria","Discus.difop","Aspectos","Como.votar","Como.leyes","Como.medioambiente","Como.problemas","Como.derechos","Como.paises","Como.economia","Escuela.y","Aula.y","Piel","Clase","Religion","Region","Fisica","Mental","Pais","indigena"
10080111,1008,100801,3,1,1,2,2,3,1,2,4,3,3,3,4,2,1,1,1,1,1,2,1008,100801,2,2,2,2,2,2,2,2
10080112,1008,100801,3,1,3,3,1,3,2,3,3,3,3,3,3,1,2,1,1,2,2,2,1008,100801,2,2,2,2,2,2,2,2
10080113,1008,100801,3,1,2,3,2,2,3,4,4,4,3,3,4,1,1,1,2,2,3,2,1008,100801,1,1,1,1,1,1,1,1
10080114,1008,100801,1,1,2,2,2,2,3,2,2,2,4,3,3,1,1,1,1,1,1,1,1008,100801,2,2,2,2,2,2,2,2
10090301,1009,100903,1,1,2,1,1,2,3,4,4,1,4,4,4,1,2,1,1,1,1,2,1009,100903,2,2,2,2,2,2,2,2
10090302,1009,100903,1,1,3,3,2,3,2,4,4,2,3,4,4,3,3,1,2,2,3,2,1009,100903,2,2,2,2,2,1,2,2
10090303,1009,100903,1,1,1,1,1,3,1,4,4,2,4,4,3,2,1,1,2,1,2,1,1009,100903,2,2,2,2,2,2,2,2
10090304,1009,100903,1,1,1,1,2,3,2,4,4,4,4,4,3,2,2,4,4,4,2,1,1009,100903,1,1,2,2,2,1,2,1
10090305,1009,100903,2,1,2,2,2,2,2,4,4,3,4,3,4,1,1,1,2,2,2,3,1009,100903,2,2,2,2,2,2,2,2
10090306,1009,100903,3,1,1,1,1,2,2,4,4,4,4,4,4,1,2,1,1,1,1,1,1009,100903,2,2,2,2,2,2,2,2
10090307,1009,100903,3,1,3,3,1,3,1,4,4,3,4,3,3,2,2,2,3,3,2,3,1009,100903,2,2,2,2,2,2,2,2
10090308,1009,100903,3,1,3,3,2,2,1,3,4,2,2,2,2,1,1,1,1,1,2,2,1009,100903,2,1,1,2,2,2,2,2
10090309,1009,100903,1,1,2,2,1,1,1,4,4,3,4,4,3,1,1,1,1,1,1,1,1009,100903,2,1,2,2,1,1,2,2
10090310,1009,100903,1,1,1,3,2,1,2,4,4,3,4,4,3,2,2,1,1,1,2,1,1009,100903,2,2,2,2,2,2,2,2
10090311,1009,100903,1,1,3,3,3,2,3,3,3,3,3,4,4,1,2,1,1,2,1,2,1009,100903,2,2,2,2,2,2,2,2
10090312,1009,100903,1,1,2,1,2,1,2,4,4,2,4,3,4,1,1,1,2,2,2,2,1009,100903,2,2,2,2,2,2,2,2
10090313,1009,100903,1,1,3,1,2,1,2,4,4,2,4,4,4,2,2,2,2,2,2,4,1009,100903,2,2,2,2,2,1,2,2
10090314,1009,100903,3,1,3,3,3,3,2,3,3,3,3,3,3,2,2,1,1,2,2,2,1009,100903,2,2,2,2,2,2,2,2
10090315,1009,100903,3,1,2,2,2,3,3,4,4,2,3,4,2,2,2,3,2,2,3,2,1009,100903,2,2,2,2,2,2,2,2
10090316,1009,100903,3,1,3,3,3,3,1,3,4,4,4,4,4,2,4,1,4,3,2,3,1009,100903,1,1,1,1,1,1,1,1
10090317,1009,100903,2,2,3,3,2,3,3,4,4,3,4,4,4,2,4,2,4,4,4,4,1009,100903,1,1,1,1,1,1,1,1
10090318,1009,100903,2,1,1,3,2,3,3,3,4,2,3,4,4,1,3,1,2,3,3,3,1009,100903,2,2,2,2,2,2,2,2
10090319,1009,100903,3,1,3,3,3,3,3,4,4,3,2,3,4,2,3,1,2,3,2,2,1009,100903,2,2,2,2,2,2,2,2
10090320,1009,100903,1,1,2,3,1,2,1,4,4,2,4,4,4,1,1,3,2,2,2,1,1009,100903,2,2,2,2,2,2,2,2
10090321,1009,100903,2,1,2,3,3,2,1,3,3,2,3,3,4,2,2,2,2,3,3,3,1009,100903,2,2,2,2,2,2,2,2
10090323,1009,100903,3,1,2,3,3,2,3,4,4,3,4,4,4,2,2,1,1,2,2,2,1009,100903,2,2,2,2,2,2,2,2
10090324,1009,100903,1,1,1,2,3,1,2,4,4,3,4,4,4,1,1,1,1,1,1,1,1009,100903,2,2,2,2,2,2,2,2
10090325,1009,100903,3,1,3,3,3,3,3,2,2,2,3,3,3,2,2,2,2,4,2,4,1009,100903,2,2,2,2,2,2,2,2
10090326,1009,100903,3,1,3,3,3,3,3,4,3,3,2,3,3,3,3,1,2,2,3,2,1009,100903,1,1,2,2,2,2,2,NA
10090327,1009,100903,2,1,3,3,3,2,1,4,4,3,4,4,3,2,4,1,3,3,3,4,1009,100903,2,2,2,2,2,2,2,2
10090328,1009,100903,2,1,1,3,3,3,3,3,3,2,4,4,4,1,1,1,1,1,1,1,1009,100903,2,2,2,2,1,1,2,2
10090329,1009,100903,2,1,3,3,3,3,1,4,4,2,4,4,4,2,3,1,2,3,3,1,1009,100903,2,2,2,2,2,2,2,2
10090330,1009,100903,1,1,3,2,1,2,1,3,4,4,4,4,3,1,2,1,1,1,2,2,1009,100903,2,2,2,2,2,2,2,2
10090331,1009,100903,1,1,1,1,1,1,3,4,4,3,3,4,4,2,2,1,1,2,2,1,1009,100903,NA,NA,NA,NA,NA,NA,NA,NA
10090332,1009,100903,3,1,2,2,2,3,3,2,3,3,3,3,3,2,2,3,3,2,2,2,1009,100903,2,2,2,1,2,2,1,2
10090333,1009,100903,3,1,3,3,2,3,1,4,4,3,4,3,3,2,2,2,2,2,2,1,1009,100903,2,2,2,2,2,1,2,2
10090334,1009,100903,2,2,2,3,3,3,3,4,4,2,3,3,3,2,1,2,1,1,1,1,1009,100903,2,2,2,2,2,2,2,2
10090335,1009,100903,2,1,2,2,3,3,3,3,3,3,3,4,4,1,1,1,2,1,1,2,1009,100903,2,2,2,2,2,1,2,2
10090336,1009,100903,3,2,2,2,1,2,3,3,3,3,3,2,2,2,3,2,3,3,3,3,1009,100903,2,2,2,2,2,2,2,2
10090337,1009,100903,3,1,2,3,3,1,3,3,4,2,4,4,4,2,4,2,2,2,2,2,1009,100903,1,2,2,2,2,2,2,2
10090338,1009,100903,1,1,3,1,3,3,3,2,3,1,2,4,3,1,3,1,1,1,3,1,1009,100903,1,1,1,1,1,1,1,1
10090339,1009,100903,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,2,2,2,2,2,1009,100903,2,2,2,2,2,2,2,2
10090340,1009,100903,1,1,3,3,2,1,1,4,4,2,4,4,3,2,1,1,1,1,2,1,1009,100903,2,2,2,2,2,2,2,2
10100101,1010,101001,1,1,3,3,3,3,3,2,2,2,2,2,2,3,NA,NA,4,3,4,4,1010,101001,NA,NA,NA,NA,NA,NA,NA,NA
10100102,1010,101001,1,2,2,3,2,3,1,4,4,3,3,4,4,1,2,1,2,1,2,1,1010,101001,2,2,2,2,2,2,2,2
10100103,1010,101001,3,2,3,3,3,3,2,4,4,2,2,3,2,2,2,2,2,2,2,2,1010,101001,2,2,2,2,2,2,2,2
10100104,1010,101001,1,3,3,3,3,3,1,3,3,2,3,2,3,1,1,1,1,1,1,1,1010,101001,1,2,2,1,1,1,1,2
10100105,1010,101001,1,1,3,2,3,3,3,4,4,2,3,3,3,2,2,3,1,1,1,2,1010,101001,2,2,2,2,2,2,2,2
10100106,1010,101001,1,2,3,2,3,2,2,4,4,3,4,3,4,1,1,1,1,1,1,1,1010,101001,2,2,2,2,2,2,2,2
10100107,1010,101001,1,1,1,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,1010,101001,2,2,2,2,2,2,2,2
10100108,1010,101001,2,2,2,2,3,2,2,3,3,3,3,3,3,2,2,1,2,2,2,2,1010,101001,2,2,2,2,2,2,2,2
10100109,1010,101001,2,2,2,2,2,2,2,4,4,3,4,4,4,1,1,1,1,1,2,1,1010,101001,2,2,2,2,2,2,2,2
10100110,1010,101001,2,3,3,3,3,2,3,3,3,2,2,3,3,2,2,2,3,3,4,3,1010,101001,2,2,1,2,2,2,2,2
10100111,1010,101001,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,1010,101001,1,1,1,1,1,1,1,1
10100112,1010,101001,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1010,101001,2,2,2,2,2,2,2,2
10100113,1010,101001,1,1,1,1,1,2,1,4,4,3,4,4,4,2,2,1,1,1,1,1,1010,101001,2,2,2,2,2,2,2,2
10100114,1010,101001,2,1,2,2,3,1,2,4,4,4,4,4,3,1,2,1,1,2,2,1,1010,101001,2,2,2,2,1,1,2,2
10100115,1010,101001,1,1,2,3,3,3,2,3,3,2,3,3,3,2,2,1,2,2,2,2,1010,101001,2,2,2,2,2,2,2,2
10100116,1010,101001,1,1,3,3,3,3,1,4,4,3,2,3,3,1,1,1,1,1,1,1,1010,101001,2,2,2,2,2,2,2,2
10100117,1010,101001,1,2,2,1,2,3,2,4,4,4,4,3,4,1,1,2,3,1,2,2,1010,101001,2,2,2,2,2,2,2,2
10110301,1011,101103,1,1,3,3,3,3,3,4,4,3,4,4,4,2,2,1,2,2,3,2,1011,101103,2,2,2,2,2,2,2,2
10110303,1011,101103,1,1,3,NA,3,1,1,4,4,4,4,3,4,1,1,1,2,1,2,2,1011,101103,2,2,2,2,2,2,2,2
10110305,1011,101103,1,1,1,3,3,3,1,4,4,2,4,4,3,2,2,1,2,3,3,3,1011,101103,1,1,1,1,1,1,1,1
10110306,1011,101103,2,1,1,1,2,1,1,4,4,4,4,4,4,2,2,1,1,2,2,1,1011,101103,2,2,2,2,2,2,2,2
10110308,1011,101103,3,1,3,3,3,3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,1011,101103,2,2,2,2,2,2,2,2
10110309,1011,101103,1,1,1,2,3,3,3,3,3,2,4,3,3,2,3,1,2,2,3,2,1011,101103,2,2,2,2,2,2,2,2
10110310,1011,101103,1,1,1,3,2,1,2,4,4,4,4,4,4,1,2,1,2,1,2,2,1011,101103,2,2,2,2,2,2,2,2
10110312,1011,101103,3,2,3,3,3,3,3,4,3,2,4,2,2,3,4,2,2,2,4,3,1011,101103,2,2,2,2,2,2,2,2
10110313,1011,101103,1,1,3,3,3,2,1,3,4,3,3,3,2,1,4,2,2,2,2,2,1011,101103,2,2,2,2,2,2,2,2
10110314,1011,101103,1,1,1,NA,2,3,3,3,4,2,3,2,2,2,3,2,2,3,3,2,1011,101103,2,2,2,2,2,2,2,2
10110315,1011,101103,1,1,2,2,1,2,1,4,4,3,3,4,4,1,1,1,1,1,1,1,1011,101103,2,2,2,2,2,2,1,2
10110316,1011,101103,3,3,3,3,3,3,1,3,4,1,4,4,4,4,3,1,4,4,1,1,1011,101103,2,2,2,2,2,2,2,2
10110318,1011,101103,1,1,3,1,3,3,1,4,4,3,4,2,4,1,2,2,1,1,1,2,1011,101103,2,2,2,2,2,2,2,2
10110319,1011,101103,3,2,3,3,3,3,3,2,3,3,3,4,3,2,3,1,1,2,2,3,1011,101103,1,1,1,1,1,2,1,2
10110320,1011,101103,1,1,2,1,1,1,1,4,4,3,3,4,3,1,1,1,2,1,2,1,1011,101103,2,2,2,2,2,2,2,2
10110321,1011,101103,3,1,2,3,2,2,3,3,2,2,1,2,3,3,2,2,3,3,3,2,1011,101103,2,2,2,2,2,2,2,2
10110322,1011,101103,2,3,NA,1,3,2,1,1,1,2,2,4,1,4,1,1,3,1,1,1,1011,101103,1,1,1,1,1,1,1,2
10110323,1011,101103,1,1,1,1,1,1,1,3,4,3,3,4,4,1,1,1,1,1,1,1,1011,101103,2,2,2,2,2,2,2,2
10110324,1011,101103,1,1,3,3,3,2,3,3,4,2,3,1,1,3,2,1,3,2,4,3,1011,101103,1,1,1,1,1,1,2,1
10110325,1011,101103,1,1,1,3,3,3,3,4,4,3,3,4,4,1,1,1,1,1,3,3,1011,101103,2,2,2,2,2,2,2,2
10110327,1011,101103,1,1,2,2,1,2,2,2,3,2,3,2,4,2,2,1,3,3,2,1,1011,101103,2,1,2,2,2,2,2,1
10110328,1011,101103,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1011,101103,2,2,2,2,2,2,2,2
10110329,1011,101103,3,2,2,2,2,2,2,3,3,3,3,3,3,1,1,2,2,2,2,2,1011,101103,2,2,2,2,2,2,2,2
10110330,1011,101103,3,1,2,2,1,1,1,3,3,2,3,3,3,1,2,1,2,1,2,2,1011,101103,2,1,2,2,2,2,2,2
10110331,1011,101103,1,1,1,2,2,2,2,4,4,3,4,3,4,1,2,1,1,1,3,3,1011,101103,2,2,2,2,2,2,2,2
10110332,1011,101103,1,1,2,2,3,3,2,1,1,2,1,1,1,2,1,2,2,1,1,1,1011,101103,2,2,2,2,2,2,2,2
10110333,1011,101103,3,1,2,2,2,2,2,4,4,2,4,4,4,1,1,1,1,1,1,1,1011,101103,2,2,2,2,2,2,2,2
10110334,1011,101103,1,1,3,3,3,1,3,3,3,1,1,1,3,3,3,3,4,4,4,4,1011,101103,1,1,1,1,1,1,1,1
10110335,1011,101103,3,1,3,3,3,3,3,NA,NA,NA,NA,NA,NA,4,4,3,4,4,4,4,1011,101103,2,2,2,2,2,2,2,2
10110336,1011,101103,1,1,2,3,3,2,1,4,4,2,3,3,3,3,2,2,3,2,2,3,1011,101103,2,2,2,2,2,2,2,2
10110337,1011,101103,2,1,3,3,3,1,1,4,3,2,2,3,3,2,1,1,2,2,3,1,1011,101103,2,2,2,2,2,2,2,2
10120301,1012,101203,3,1,3,3,2,2,3,3,3,2,3,3,3,4,3,2,2,4,3,3,1012,101203,2,2,2,2,2,2,2,2
10120302,1012,101203,2,1,3,2,1,3,1,4,4,3,3,3,3,2,1,1,2,1,4,3,1012,101203,2,2,2,2,2,2,2,2
10120303,1012,101203,2,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1012,101203,2,2,2,2,2,2,2,2
10120304,1012,101203,3,1,1,2,1,1,2,4,4,2,4,4,4,1,1,1,1,2,3,2,1012,101203,2,2,2,2,2,2,2,1
10120305,1012,101203,2,1,2,3,1,3,3,3,3,2,3,3,3,2,2,2,3,2,2,3,1012,101203,2,2,2,2,2,2,2,2
10120306,1012,101203,3,3,3,NA,2,3,3,3,3,3,2,2,3,2,3,2,1,2,2,2,1012,101203,2,2,2,2,2,2,2,2
10120307,1012,101203,1,1,1,1,1,1,1,4,4,2,3,4,4,1,2,1,1,3,1,4,1012,101203,2,2,2,2,2,2,2,2
10120308,1012,101203,3,3,3,3,3,2,3,1,1,1,1,1,1,2,2,1,3,4,4,3,1012,101203,2,2,2,2,2,2,2,2
10120309,1012,101203,1,1,3,1,1,3,1,4,4,3,4,4,4,1,2,1,1,1,2,2,1012,101203,2,2,2,2,2,2,2,2
10120310,1012,101203,1,1,3,3,2,2,3,1,2,2,3,1,2,1,2,1,3,2,3,2,1012,101203,2,2,2,2,2,2,2,2
10120311,1012,101203,2,1,2,3,1,2,2,4,4,3,3,3,4,2,3,1,2,3,3,2,1012,101203,2,2,2,2,2,2,2,2
10120312,1012,101203,3,1,2,3,2,1,2,4,4,2,3,3,4,3,3,1,2,3,2,3,1012,101203,2,2,2,2,2,2,2,2
10120313,1012,101203,2,1,3,2,3,2,1,3,3,1,3,2,3,1,2,1,2,2,3,2,1012,101203,2,1,2,2,2,2,2,2
10120314,1012,101203,1,1,2,1,3,1,1,4,4,2,4,3,4,2,1,1,1,1,2,1,1012,101203,2,2,2,2,2,2,2,2
10120315,1012,101203,2,1,2,2,1,2,3,3,3,2,4,3,3,3,3,1,3,3,3,1,1012,101203,2,2,2,2,2,2,2,2
10120316,1012,101203,3,1,1,1,1,1,1,4,4,4,4,4,4,3,3,3,3,3,3,3,1012,101203,2,2,2,2,2,1,2,1
10120317,1012,101203,1,1,3,2,3,1,2,4,4,2,4,3,3,1,4,1,3,4,3,2,1012,101203,2,2,2,2,2,2,2,2
10120319,1012,101203,2,1,3,3,2,2,3,3,3,2,3,3,3,1,2,1,1,1,2,2,1012,101203,2,2,2,2,2,2,2,2
10120321,1012,101203,2,1,2,3,3,2,3,3,4,2,4,3,3,1,2,1,1,1,2,1,1012,101203,2,2,2,2,2,2,2,2
10120322,1012,101203,2,1,3,3,2,2,2,4,4,2,4,3,1,4,3,2,4,4,3,4,1012,101203,2,2,2,2,2,2,2,2
10120323,1012,101203,2,1,1,3,3,3,3,4,4,1,1,3,3,4,4,1,1,3,4,4,1012,101203,2,2,2,2,2,2,2,2
10120324,1012,101203,3,1,3,3,2,3,3,1,1,1,1,1,1,4,4,2,3,4,4,4,1012,101203,2,2,2,2,2,2,2,2
10120325,1012,101203,2,1,2,2,3,2,2,3,4,2,3,3,2,2,2,2,2,2,1,1,1012,101203,2,2,2,2,2,2,2,2
10120326,1012,101203,3,1,1,1,2,1,2,4,4,2,4,4,4,1,2,1,1,2,3,2,1012,101203,2,2,2,2,2,1,2,2
10120327,1012,101203,1,1,3,3,2,3,3,4,4,2,4,4,4,3,3,1,3,3,3,2,1012,101203,2,2,2,2,2,2,2,2
10120328,1012,101203,1,1,1,2,3,1,2,4,4,2,4,4,4,1,3,1,1,2,2,2,1012,101203,2,2,2,2,2,2,2,2
10120329,1012,101203,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,2,2,2,1012,101203,2,2,2,2,2,2,2,2
10120330,1012,101203,2,1,3,3,2,1,3,3,4,3,3,3,4,2,2,1,2,2,3,1,1012,101203,2,2,2,2,2,2,2,2
10120331,1012,101203,3,1,1,3,3,1,1,4,4,3,4,4,4,3,3,1,1,3,3,2,1012,101203,2,2,2,2,2,1,2,1
10130201,1013,101302,2,1,2,2,2,2,2,4,4,1,3,4,3,2,2,1,2,3,3,4,1013,101302,2,2,2,2,2,2,2,2
10130202,1013,101302,3,1,1,3,1,2,3,1,1,1,1,1,1,4,4,3,4,4,4,4,1013,101302,2,2,2,2,2,2,2,2
10130203,1013,101302,1,1,1,3,1,1,1,2,3,1,1,1,2,2,2,1,3,3,3,4,1013,101302,2,2,2,2,2,2,2,2
10130204,1013,101302,1,1,3,3,3,2,3,2,3,2,4,2,1,3,4,2,2,3,2,3,1013,101302,2,2,2,2,2,2,2,2
10130205,1013,101302,1,3,3,3,3,1,2,3,3,2,3,3,3,4,3,2,4,4,4,4,1013,101302,2,2,2,2,2,2,2,2
10130206,1013,101302,2,1,3,3,2,3,2,4,4,2,4,4,3,2,2,1,1,2,3,2,1013,101302,2,1,2,2,2,2,2,2
10130207,1013,101302,2,1,2,3,3,2,3,3,4,2,2,1,2,2,2,1,2,2,2,2,1013,101302,2,2,2,2,2,2,2,2
10130209,1013,101302,2,1,2,3,3,2,3,3,4,2,2,3,4,3,3,1,3,3,3,2,1013,101302,2,2,2,2,2,2,2,2
10130210,1013,101302,1,1,3,3,1,3,2,2,4,2,4,2,3,3,3,3,3,3,3,2,1013,101302,2,2,2,2,2,2,2,2
10130211,1013,101302,1,1,3,3,3,1,3,3,4,1,3,2,4,3,2,2,2,2,3,3,1013,101302,1,1,1,1,2,2,2,2
10130212,1013,101302,1,3,3,3,3,2,3,3,3,2,2,2,3,3,3,1,2,2,2,2,1013,101302,2,2,2,2,2,2,2,2
10130213,1013,101302,2,1,3,3,3,3,2,2,2,1,1,1,1,1,3,2,4,2,3,2,1013,101302,2,2,2,2,2,2,2,2
10130214,1013,101302,1,1,2,NA,3,1,2,4,4,3,2,3,4,2,3,1,2,1,2,3,1013,101302,2,2,2,2,2,2,2,2
10130215,1013,101302,2,1,3,2,2,1,2,4,4,3,4,4,4,2,1,1,1,1,1,1,1013,101302,2,2,2,2,2,2,2,2
10130216,1013,101302,3,1,3,3,1,3,3,3,4,3,3,3,3,3,3,1,3,1,4,3,1013,101302,2,2,2,2,2,2,2,2
10130217,1013,101302,2,1,3,3,3,3,3,3,3,2,3,3,3,3,2,2,3,4,4,4,1013,101302,2,2,2,2,2,2,2,2
10130218,1013,101302,3,1,2,3,NA,3,3,3,3,2,2,3,2,2,4,4,3,2,2,1,1013,101302,2,2,2,2,2,2,2,2
10130219,1013,101302,1,1,2,2,2,2,1,4,4,3,3,4,4,2,2,1,1,2,2,2,1013,101302,2,2,2,2,2,2,2,2
10130220,1013,101302,2,2,2,2,3,2,3,3,4,3,3,3,4,1,1,1,2,1,1,1,1013,101302,2,2,2,2,2,2,2,2
10130221,1013,101302,1,1,1,2,3,3,2,4,4,2,4,3,4,3,4,2,2,3,3,3,1013,101302,2,1,2,2,2,2,2,2
10130222,1013,101302,2,2,2,1,2,2,2,3,3,2,3,3,2,1,1,2,2,2,2,3,1013,101302,2,2,2,2,2,2,2,2
10130223,1013,101302,3,1,2,3,1,2,3,4,4,3,2,3,4,1,1,1,1,1,1,1,1013,101302,2,2,2,2,2,2,2,2
10130225,1013,101302,3,1,1,2,1,1,2,3,3,2,3,2,3,2,2,2,3,3,3,3,1013,101302,2,2,2,2,2,2,2,2
10130226,1013,101302,1,1,3,3,3,1,3,4,4,1,4,2,4,2,1,1,4,1,4,1,1013,101302,2,2,2,2,2,2,2,2
10130227,1013,101302,1,1,1,3,1,3,1,4,4,4,4,4,4,3,2,3,3,3,4,2,1013,101302,2,2,2,2,2,2,2,2
10130228,1013,101302,1,1,2,2,1,1,3,3,4,2,3,3,3,2,3,1,3,3,3,2,1013,101302,2,2,1,2,2,1,2,2
10140201,1014,101402,3,2,3,3,2,3,2,3,3,2,3,1,3,3,3,3,3,3,3,2,1014,101402,2,2,2,2,2,2,2,2
10140202,1014,101402,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,4,3,1014,101402,2,2,2,2,2,2,2,2
10140203,1014,101402,3,1,2,3,1,2,3,4,4,2,2,2,2,3,3,2,3,3,3,2,1014,101402,2,2,2,2,2,2,2,2
10140204,1014,101402,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1014,101402,2,2,2,2,2,2,2,2
10140205,1014,101402,3,1,1,1,2,2,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1014,101402,2,2,2,2,2,1,2,2
10140206,1014,101402,3,1,1,3,2,3,2,4,3,2,3,3,3,3,4,4,3,3,4,2,1014,101402,2,2,2,2,2,2,2,2
10140207,1014,101402,3,2,2,2,2,2,2,3,4,2,4,3,2,4,4,4,4,4,4,4,1014,101402,NA,NA,NA,NA,NA,NA,NA,NA
10140208,1014,101402,3,2,3,1,1,3,2,4,4,4,4,3,4,1,1,1,1,1,1,1,1014,101402,2,2,2,1,2,2,2,2
10140209,1014,101402,3,3,3,3,3,1,1,3,4,3,3,2,3,3,4,1,2,4,4,2,1014,101402,2,2,2,2,2,2,2,2
10140210,1014,101402,3,1,3,3,3,3,3,4,4,1,1,1,1,4,4,4,4,4,4,4,1014,101402,2,2,2,2,2,2,2,2
10140211,1014,101402,3,3,3,3,3,3,3,4,4,4,4,4,4,2,2,2,2,2,2,2,1014,101402,2,2,2,2,2,2,2,2
10140212,1014,101402,2,1,3,2,1,2,3,4,4,2,3,2,2,2,2,3,3,2,3,2,1014,101402,2,2,1,2,1,1,2,1
10140213,1014,101402,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,1014,101402,2,2,2,2,2,2,2,2
10140214,1014,101402,3,2,2,1,2,3,1,2,2,2,2,2,2,2,3,2,2,2,2,3,1014,101402,1,2,2,2,2,2,NA,2
10140215,1014,101402,2,1,1,2,2,1,1,4,4,1,4,3,4,4,3,2,3,2,3,2,1014,101402,2,2,2,2,2,2,2,2
10140216,1014,101402,2,1,3,3,1,2,1,3,4,3,4,4,3,2,3,3,2,3,3,2,1014,101402,2,2,2,2,2,2,2,2
10140217,1014,101402,1,1,1,2,1,3,2,3,3,4,3,3,4,1,2,1,1,1,1,1,1014,101402,2,2,2,2,2,2,2,2
10140218,1014,101402,2,2,3,3,2,3,1,3,4,1,4,2,4,4,4,2,3,4,4,4,1014,101402,2,2,2,2,2,2,2,2
10140219,1014,101402,1,3,3,3,1,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,1014,101402,1,2,1,2,1,2,1,2
10140220,1014,101402,2,1,2,3,1,2,2,3,3,2,4,3,3,2,2,3,2,4,4,4,1014,101402,2,2,2,2,2,2,2,2
10140222,1014,101402,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,2,1014,101402,2,2,2,2,2,2,2,2
10140223,1014,101402,3,2,3,3,1,3,2,3,4,4,4,3,3,2,2,3,2,1,2,2,1014,101402,2,2,2,2,2,2,2,2
10140224,1014,101402,3,3,3,1,3,3,3,4,4,3,3,3,3,4,3,1,2,3,3,2,1014,101402,2,2,2,2,2,2,2,2
10140226,1014,101402,3,1,1,1,3,2,1,3,3,2,2,3,3,2,1,1,2,1,2,1,1014,101402,2,2,2,2,2,2,2,2
10150201,1015,101502,2,1,3,3,3,2,2,4,4,3,4,3,4,1,2,1,1,2,2,2,1015,101502,2,2,2,2,2,1,2,1
10150202,1015,101502,1,1,1,1,1,1,1,3,3,3,2,2,2,1,1,1,1,1,1,1,1015,101502,2,2,2,2,2,2,2,2
10150203,1015,101502,2,1,1,3,2,3,3,3,3,3,3,3,3,4,2,2,3,2,2,2,1015,101502,2,2,2,2,2,2,2,2
10150204,1015,101502,2,2,3,3,3,2,3,4,3,2,3,2,3,1,3,1,NA,NA,NA,NA,1015,101502,2,2,2,2,2,2,2,2
10150205,1015,101502,1,1,1,1,2,1,1,4,3,3,4,3,4,1,1,1,1,1,1,1,1015,101502,2,2,2,2,2,2,2,2
10150206,1015,101502,2,1,1,1,3,2,1,4,4,3,3,3,3,1,1,1,1,1,1,1,1015,101502,2,2,2,2,2,2,2,2
10150208,1015,101502,3,2,3,3,1,3,3,3,4,1,4,2,3,1,1,1,3,1,3,3,1015,101502,2,2,2,2,2,2,2,2
10150209,1015,101502,2,1,3,3,2,3,2,3,2,2,2,2,3,1,2,1,3,2,3,2,1015,101502,2,2,2,2,2,2,2,2
10150210,1015,101502,2,1,3,3,1,3,3,4,3,4,4,3,4,1,1,2,3,1,2,2,1015,101502,2,2,2,2,2,2,2,2
10150211,1015,101502,1,1,3,3,3,2,3,3,3,3,2,3,2,1,1,1,2,1,2,1,1015,101502,2,2,1,2,1,1,2,2
10150212,1015,101502,2,1,3,3,2,3,2,2,3,2,3,2,3,2,3,3,2,2,3,2,1015,101502,2,2,2,2,2,2,2,2
10150213,1015,101502,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,2,2,2,2,2,1015,101502,2,2,2,2,2,2,2,2
10150214,1015,101502,2,1,3,3,2,3,3,3,3,2,3,3,3,2,1,2,2,2,2,2,1015,101502,2,2,2,2,2,2,2,2
10150215,1015,101502,2,1,3,3,3,3,3,2,2,2,3,2,3,2,2,1,2,2,3,2,1015,101502,2,1,2,2,2,2,2,2
10150216,1015,101502,2,1,2,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,2,1015,101502,2,2,2,2,2,2,2,2
10150217,1015,101502,2,1,3,3,3,3,3,2,2,1,2,2,2,2,3,2,3,3,4,3,1015,101502,2,2,2,2,2,2,2,1
10150218,1015,101502,2,1,1,1,1,1,2,4,4,4,4,4,4,1,1,1,1,1,1,1,1015,101502,2,2,2,2,2,2,2,2
10150219,1015,101502,2,2,2,2,3,3,2,3,3,2,2,2,2,1,1,1,1,1,1,1,1015,101502,2,2,2,2,2,2,2,2
10150220,1015,101502,1,1,2,3,3,2,3,4,4,3,4,3,4,1,2,1,1,2,2,2,1015,101502,2,2,2,2,2,2,2,2
10150221,1015,101502,1,1,1,2,3,3,3,4,4,3,4,4,4,1,1,1,1,1,1,1,1015,101502,2,2,2,2,2,2,2,2
10150222,1015,101502,2,1,3,3,1,3,2,3,3,3,3,3,4,2,2,3,3,3,1,2,1015,101502,2,2,2,2,2,2,2,2
