"Estudiante","Escuela.x","Aula.x","Debate","Votar","Decisiones","Asamblea","Candidato","Medioambiente","Voluntario","Prop.decision","Expres.opinion","Discus.politic","Opinion.mayoria","Discus.difop","Aspectos","Como.votar","Como.leyes","Como.medioambiente","Como.problemas","Como.derechos","Como.paises","Como.economia","Escuela.y","Aula.y","Piel","Clase","Religion","Region","Fisica","Mental","Pais","indigena"
11320105,1132,113201,3,1,3,3,3,1,1,4,4,3,4,4,4,4,4,3,4,2,3,2,1132,113201,2,2,2,2,2,2,2,2
11320106,1132,113201,3,2,3,3,2,3,3,4,3,1,1,1,1,1,4,1,4,4,4,4,1132,113201,1,1,1,1,2,2,1,2
11320107,1132,113201,3,2,3,3,3,3,3,3,4,1,2,3,3,3,2,2,3,1,2,3,1132,113201,2,2,2,2,2,2,2,2
11320109,1132,113201,3,1,3,3,3,3,3,3,3,2,3,3,3,2,3,1,2,3,3,2,1132,113201,2,2,2,2,2,2,2,2
11320110,1132,113201,3,1,3,3,3,3,3,3,4,1,3,2,2,1,1,1,4,1,3,3,1132,113201,2,2,2,2,2,2,2,2
11320111,1132,113201,2,2,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1132,113201,2,2,2,2,2,1,2,2
11320112,1132,113201,3,2,2,2,3,2,2,3,3,1,4,3,4,3,3,3,3,3,3,3,1132,113201,2,2,2,2,2,2,2,2
11320114,1132,113201,3,3,3,3,3,3,3,4,4,2,3,2,4,3,3,2,2,2,3,3,1132,113201,2,2,2,2,2,1,2,2
11320116,1132,113201,3,3,3,3,3,3,3,1,1,1,1,1,1,2,2,2,2,2,2,2,1132,113201,2,2,2,2,2,2,2,2
11320117,1132,113201,2,2,3,3,3,2,2,3,3,NA,3,3,3,3,3,2,3,3,3,3,1132,113201,2,2,2,2,2,2,2,2
11320119,1132,113201,3,1,3,2,3,2,1,3,4,3,3,3,3,1,1,1,1,1,2,2,1132,113201,2,2,2,2,2,2,2,2
11320120,1132,113201,3,1,3,3,3,3,3,3,4,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,1132,113201,2,2,2,2,2,1,2,2
11320121,1132,113201,1,1,2,1,1,1,3,NA,NA,NA,NA,NA,NA,2,3,1,3,3,3,4,1132,113201,2,2,2,2,2,2,2,2
11320122,1132,113201,3,1,3,3,3,3,1,4,4,4,3,2,2,2,3,3,4,4,2,3,1132,113201,2,2,2,2,2,2,2,2
11320123,1132,113201,3,2,3,3,3,3,3,3,3,2,2,2,3,3,3,1,2,3,2,2,1132,113201,2,2,2,2,2,2,2,2
11320124,1132,113201,2,2,2,3,3,3,3,2,2,1,2,1,1,4,4,2,3,3,4,2,1132,113201,2,2,2,2,2,1,2,2
11320125,1132,113201,3,1,1,3,1,3,1,4,4,2,4,4,4,1,1,1,1,1,1,1,1132,113201,2,2,2,2,2,2,2,2
11320126,1132,113201,3,1,1,1,3,1,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1132,113201,2,2,2,2,2,2,2,2
11320127,1132,113201,2,1,1,2,2,1,1,3,4,3,4,3,3,2,1,1,1,1,2,2,1132,113201,2,2,2,2,2,2,2,2
11320128,1132,113201,3,2,3,3,3,2,3,4,4,2,4,4,4,1,4,1,1,2,4,1,1132,113201,2,2,2,2,2,2,2,2
11320129,1132,113201,3,2,3,3,3,3,3,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1132,113201,2,2,2,2,2,2,2,2
11320130,1132,113201,3,1,3,3,3,1,3,3,4,2,2,3,4,1,2,1,3,2,3,2,1132,113201,2,2,2,2,2,2,1,2
11320131,1132,113201,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1132,113201,2,2,2,2,2,2,2,2
11320132,1132,113201,3,3,3,3,3,3,3,4,2,1,1,4,1,4,4,4,4,NA,2,1,1132,113201,2,2,2,2,2,2,2,2
11320133,1132,113201,2,3,3,3,3,3,3,4,4,4,4,4,4,2,1,1,3,2,2,2,1132,113201,2,2,2,2,2,2,2,2
11320134,1132,113201,2,1,2,3,3,2,2,4,4,3,4,3,3,1,2,1,2,1,2,2,1132,113201,2,2,2,2,2,2,2,2
11320135,1132,113201,3,2,2,2,3,2,3,3,3,2,4,2,3,3,3,1,1,1,2,2,1132,113201,1,1,1,2,1,1,1,2
11320136,1132,113201,3,3,3,3,1,3,3,4,4,4,4,4,4,4,4,2,3,4,4,4,1132,113201,2,1,2,2,2,2,2,2
11320137,1132,113201,3,2,3,3,3,3,3,2,2,2,3,2,2,3,2,1,4,3,4,4,1132,113201,2,2,2,2,2,2,2,2
11330101,1133,113301,3,1,2,3,1,3,2,2,4,3,4,3,2,1,1,1,3,2,3,1,1133,113301,2,2,2,2,2,2,2,2
11330102,1133,113301,2,1,1,3,2,2,2,4,4,2,4,3,2,1,1,1,1,2,2,2,1133,113301,2,2,2,2,2,2,2,2
11330103,1133,113301,3,1,3,3,2,2,3,4,4,4,4,4,4,2,3,1,2,1,3,4,1133,113301,2,2,2,2,2,2,2,2
11330104,1133,113301,1,1,1,1,1,1,1,4,4,1,4,4,4,1,1,1,1,1,1,1,1133,113301,2,2,2,2,2,2,2,2
11330105,1133,113301,2,1,3,3,1,2,3,4,3,2,3,3,4,2,1,2,3,2,3,3,1133,113301,2,1,2,2,2,1,2,2
11330106,1133,113301,2,1,3,1,3,3,2,4,4,3,4,4,4,1,1,1,2,1,1,1,1133,113301,2,2,2,2,2,2,2,2
11330107,1133,113301,1,1,2,1,2,1,2,4,4,3,4,4,4,1,2,1,2,1,1,2,1133,113301,2,2,2,2,2,2,2,2
11330108,1133,113301,3,1,1,1,1,2,2,4,4,3,4,4,4,1,1,1,1,2,2,3,1133,113301,2,2,2,2,2,2,2,2
11330109,1133,113301,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1133,113301,2,2,2,2,2,2,2,2
11330110,1133,113301,3,1,1,3,2,3,2,3,4,2,4,3,4,2,3,3,2,3,3,4,1133,113301,2,2,2,2,2,2,2,2
11330111,1133,113301,1,1,1,1,1,1,1,4,4,4,4,4,4,1,2,1,1,2,2,1,1133,113301,2,2,2,2,2,2,2,2
11330112,1133,113301,1,1,1,1,2,1,2,4,4,3,4,3,2,2,2,2,2,2,2,2,1133,113301,2,2,2,2,2,2,2,2
11330113,1133,113301,3,1,3,3,3,1,2,4,4,3,3,4,3,1,1,1,1,1,2,2,1133,113301,2,2,2,2,2,2,2,2
11330114,1133,113301,1,1,1,1,1,1,1,3,4,4,4,4,4,3,3,4,4,4,3,1,1133,113301,2,2,2,2,2,2,2,2
11330115,1133,113301,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1133,113301,2,2,2,2,2,2,2,2
11330116,1133,113301,3,1,1,2,1,1,2,4,4,3,3,3,2,2,2,1,3,1,2,3,1133,113301,2,2,2,2,2,2,2,2
11330117,1133,113301,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1133,113301,2,2,2,2,2,2,2,2
11330118,1133,113301,2,1,3,2,3,3,2,1,4,1,3,2,2,1,2,1,4,2,2,3,1133,113301,2,2,2,2,2,2,2,2
11330119,1133,113301,3,1,2,2,2,2,1,3,3,2,2,3,3,2,1,1,1,1,2,2,1133,113301,2,2,2,2,2,2,2,2
11330120,1133,113301,3,1,1,1,3,1,1,4,4,3,4,4,4,1,2,1,1,1,1,2,1133,113301,2,2,2,2,2,2,2,2
11330121,1133,113301,3,1,3,3,2,1,3,4,4,1,3,2,2,2,3,1,2,2,4,4,1133,113301,2,2,2,2,2,2,2,2
11330122,1133,113301,2,1,2,2,3,1,2,3,4,3,3,3,3,3,3,2,2,1,3,3,1133,113301,2,2,2,2,2,2,2,2
11330123,1133,113301,2,1,2,2,2,2,1,3,3,2,3,3,2,2,2,2,3,2,3,2,1133,113301,2,2,2,2,2,2,2,2
11330124,1133,113301,3,1,2,3,2,3,3,4,4,2,4,4,4,2,2,1,2,3,4,3,1133,113301,2,2,2,2,2,2,2,2
11330125,1133,113301,3,1,1,2,3,3,3,3,3,3,4,3,3,1,1,1,3,1,1,1,1133,113301,2,2,2,2,2,2,2,2
11330126,1133,113301,2,1,1,3,3,2,3,3,4,2,2,3,2,3,2,1,1,1,3,3,1133,113301,2,2,2,2,2,2,2,2
11330127,1133,113301,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1133,113301,2,2,2,2,2,2,2,2
11330128,1133,113301,1,1,1,1,1,1,1,4,4,3,4,4,3,1,1,1,1,1,1,3,1133,113301,2,2,2,2,2,2,2,2
11340101,1134,113401,3,1,3,3,2,3,3,3,4,2,4,3,4,2,3,1,3,2,3,3,1134,113401,2,2,2,2,2,2,2,2
11340102,1134,113401,3,2,3,2,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,2,1134,113401,2,2,2,2,2,2,2,2
11340103,1134,113401,3,1,2,2,1,2,2,3,4,3,3,3,3,2,2,1,2,3,3,2,1134,113401,2,2,2,2,2,2,2,2
11340104,1134,113401,1,2,1,3,1,3,2,4,4,4,4,4,4,2,1,1,1,2,2,2,1134,113401,2,2,2,2,2,2,2,2
11340105,1134,113401,3,2,3,3,3,3,3,3,3,2,3,2,3,3,3,1,4,2,2,2,1134,113401,2,2,2,2,2,2,2,2
11340106,1134,113401,2,2,2,NA,1,2,2,4,4,3,4,4,4,2,2,1,1,2,2,1,1134,113401,2,2,2,2,2,2,2,2
11340107,1134,113401,1,1,3,3,2,3,3,2,1,1,1,1,1,1,1,1,1,2,2,2,1134,113401,2,2,2,2,2,2,2,2
11340108,1134,113401,2,1,3,3,3,3,2,3,2,2,4,2,3,3,2,1,2,3,1,1,1134,113401,2,2,2,2,2,2,2,2
11340109,1134,113401,1,1,1,3,3,1,1,4,4,4,4,4,4,1,2,1,2,1,2,1,1134,113401,2,2,2,2,2,2,2,2
11340110,1134,113401,2,1,3,3,2,2,2,4,3,2,4,3,4,1,2,1,1,2,2,2,1134,113401,2,2,2,2,2,2,2,2
11340111,1134,113401,3,2,3,3,2,2,3,3,3,2,2,2,4,1,2,1,2,2,3,2,1134,113401,2,2,2,2,2,2,2,2
11340112,1134,113401,3,1,3,3,3,2,3,3,4,2,3,1,4,1,1,1,1,1,2,1,1134,113401,2,2,2,2,2,2,2,2
11340113,1134,113401,3,1,2,2,1,1,2,4,4,2,4,4,4,1,3,1,1,1,1,2,1134,113401,2,2,2,2,2,1,2,2
11340114,1134,113401,3,1,3,3,3,3,3,2,4,3,4,1,4,1,2,1,4,4,4,1,1134,113401,2,2,2,2,2,2,2,2
11340115,1134,113401,1,1,1,2,1,2,3,4,4,2,4,4,4,1,1,1,2,1,1,2,1134,113401,2,2,2,2,2,2,2,2
11340116,1134,113401,1,1,3,1,1,2,1,4,4,2,3,3,3,3,3,1,2,2,2,3,1134,113401,2,2,2,2,2,2,2,2
11340117,1134,113401,3,1,3,3,2,2,3,4,3,2,2,3,2,2,4,1,3,3,4,2,1134,113401,2,2,2,2,2,2,2,2
11340118,1134,113401,3,2,3,3,2,2,3,4,4,2,3,4,4,1,1,1,2,2,3,3,1134,113401,2,2,2,2,2,2,2,2
11340119,1134,113401,3,1,2,3,2,2,2,4,3,2,4,3,4,1,2,1,1,2,3,2,1134,113401,2,2,2,2,2,2,2,2
11340120,1134,113401,3,2,3,3,2,3,2,4,4,3,4,4,4,1,1,1,2,2,2,2,1134,113401,2,2,2,2,2,2,2,2
11340121,1134,113401,3,1,3,3,3,3,3,4,4,4,4,4,4,3,2,3,2,1,2,2,1134,113401,2,2,2,2,2,1,2,2
11340122,1134,113401,3,1,2,2,1,2,1,3,4,3,3,3,3,2,1,1,1,1,1,1,1134,113401,2,2,2,2,2,2,2,2
11340123,1134,113401,3,1,2,3,2,2,3,4,4,4,3,3,4,1,1,1,2,1,1,1,1134,113401,2,2,2,2,2,2,2,2
11340124,1134,113401,2,1,3,2,3,2,2,4,4,2,4,4,3,2,3,1,2,3,4,1,1134,113401,2,2,2,2,2,2,2,2
11340126,1134,113401,3,1,2,3,3,3,1,4,4,2,1,1,4,3,3,1,1,1,4,3,1134,113401,2,2,2,1,2,2,2,2
11340127,1134,113401,3,1,3,3,3,2,2,4,4,3,4,4,4,1,2,1,1,2,2,2,1134,113401,2,2,2,2,2,2,2,2
11340128,1134,113401,2,1,2,2,2,3,3,4,4,2,3,2,4,1,1,1,2,1,2,2,1134,113401,2,2,2,2,2,2,2,2
11340130,1134,113401,3,1,1,3,3,2,3,4,4,4,4,3,4,2,2,1,1,1,2,1,1134,113401,2,2,2,2,2,2,2,2
11340131,1134,113401,2,2,2,3,1,2,3,4,4,3,4,3,3,2,1,1,1,1,2,2,1134,113401,1,2,1,1,1,2,1,1
11340132,1134,113401,3,1,3,1,2,2,3,4,4,3,4,4,4,2,2,1,1,1,2,1,1134,113401,2,2,2,2,2,2,2,2
11340134,1134,113401,3,1,3,3,2,3,3,4,4,3,3,2,3,2,1,1,1,2,2,2,1134,113401,2,2,2,2,2,2,2,2
11340135,1134,113401,2,1,1,1,1,2,1,3,3,4,4,3,3,1,2,1,1,1,1,1,1134,113401,2,2,2,2,2,2,2,2
11340136,1134,113401,3,1,3,3,2,3,3,4,4,2,4,3,4,2,3,1,2,3,3,2,1134,113401,2,2,2,2,2,2,2,2
11350201,1135,113502,3,2,2,2,1,2,3,2,3,3,3,2,3,2,2,3,2,3,3,1,1135,113502,2,2,2,2,2,2,1,2
11350202,1135,113502,2,1,3,2,3,2,2,3,3,1,3,2,3,2,3,2,2,1,2,3,1135,113502,2,2,2,2,2,2,2,2
11350203,1135,113502,3,2,3,3,2,3,1,2,2,1,3,3,2,3,3,2,3,3,3,3,1135,113502,2,2,2,2,2,2,2,2
11350204,1135,113502,3,1,3,3,2,3,2,2,3,1,2,2,3,2,2,1,4,4,3,4,1135,113502,2,2,2,2,2,2,2,2
11350205,1135,113502,3,1,3,2,3,3,1,2,3,2,2,2,3,2,2,3,3,3,3,3,1135,113502,2,2,2,2,2,2,2,2
11350206,1135,113502,2,1,3,3,1,1,1,4,3,2,3,3,3,3,4,2,2,3,3,3,1135,113502,1,1,1,1,1,1,1,1
11350207,1135,113502,3,1,2,3,2,2,1,4,4,4,4,4,4,2,3,1,2,3,3,3,1135,113502,2,2,2,2,2,2,2,2
11350208,1135,113502,3,2,3,3,3,3,2,1,1,1,3,1,2,4,4,3,4,4,4,4,1135,113502,2,2,2,2,2,2,2,2
11350209,1135,113502,3,2,2,2,2,3,2,2,2,2,4,2,1,2,4,3,4,4,4,3,1135,113502,2,2,2,2,2,2,2,2
11350210,1135,113502,3,1,3,3,3,3,3,3,3,1,4,3,3,2,2,2,4,4,4,3,1135,113502,2,2,2,2,2,2,2,2
11350211,1135,113502,3,3,3,3,3,3,3,3,4,3,4,3,4,4,3,2,2,3,3,2,1135,113502,2,2,2,2,2,1,2,1
11350213,1135,113502,3,1,3,3,3,NA,NA,4,4,2,4,4,4,2,3,2,4,1,3,2,1135,113502,2,2,2,2,2,2,2,2
11350214,1135,113502,3,3,3,3,2,3,1,4,2,1,1,1,1,3,4,2,4,4,4,3,1135,113502,2,2,2,2,2,2,2,2
11350215,1135,113502,2,1,2,1,3,3,3,2,3,1,3,1,2,3,2,4,4,4,2,2,1135,113502,2,2,2,2,2,2,2,2
11350216,1135,113502,2,1,3,3,3,3,3,3,3,2,3,3,2,2,2,2,4,4,4,2,1135,113502,2,2,2,2,2,2,2,2
11350217,1135,113502,3,1,3,3,2,3,3,3,4,4,3,3,3,1,3,3,3,4,3,3,1135,113502,2,2,2,2,2,2,2,2
11350218,1135,113502,2,1,2,2,3,3,3,3,4,2,3,3,4,2,2,2,2,2,2,2,1135,113502,2,2,2,2,2,2,2,2
11350220,1135,113502,1,1,3,3,3,3,3,3,4,1,1,1,2,1,2,3,4,3,4,2,1135,113502,2,2,2,2,2,2,2,2
11350221,1135,113502,3,1,2,2,1,3,1,4,4,3,3,2,3,2,2,1,2,2,3,1,1135,113502,2,2,2,2,2,1,2,2
11350222,1135,113502,3,1,2,3,3,3,3,4,4,3,2,2,3,3,2,2,2,2,2,2,1135,113502,2,2,2,2,2,2,2,2
11350223,1135,113502,3,2,1,1,2,3,2,3,3,3,3,3,3,2,2,3,4,3,2,2,1135,113502,2,2,2,2,2,2,2,2
11350225,1135,113502,2,1,2,3,2,2,1,4,3,2,4,2,3,1,1,2,3,2,2,1,1135,113502,2,2,2,2,2,2,2,2
11350226,1135,113502,2,1,2,3,2,2,1,3,4,2,3,3,4,2,1,2,3,2,2,1,1135,113502,2,2,2,2,2,2,2,2
11350227,1135,113502,2,3,3,2,3,2,1,1,3,1,3,1,2,3,3,1,2,3,4,3,1135,113502,2,2,2,2,2,2,2,2
11350228,1135,113502,3,3,3,3,3,3,3,1,1,1,1,1,1,3,3,2,3,3,3,3,1135,113502,2,2,2,2,2,2,2,2
11350229,1135,113502,3,1,1,2,3,3,1,4,4,3,4,4,4,3,2,1,2,2,4,3,1135,113502,2,2,2,2,2,2,2,2
11350230,1135,113502,3,1,3,3,1,3,3,2,2,1,2,1,2,2,2,1,3,4,4,2,1135,113502,2,2,2,2,2,2,2,2
11350231,1135,113502,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2,2,2,2,1135,113502,2,2,2,2,2,2,2,2
11350232,1135,113502,2,3,1,3,2,3,1,3,3,1,2,1,1,4,4,2,4,3,4,4,1135,113502,2,2,2,2,2,2,2,2
11350233,1135,113502,3,1,2,2,1,2,2,4,4,2,3,3,2,1,1,1,2,1,2,1,1135,113502,2,2,2,2,2,2,2,2
11350234,1135,113502,2,1,3,3,1,3,1,3,4,2,4,4,4,4,4,3,4,4,3,3,1135,113502,1,1,1,1,1,1,1,1
11350235,1135,113502,3,1,2,2,2,3,3,3,2,2,4,4,3,NA,NA,NA,NA,NA,NA,NA,1135,113502,2,2,2,2,2,2,2,2
11350236,1135,113502,3,1,2,3,3,3,2,3,3,1,3,3,2,4,3,4,NA,3,3,3,1135,113502,2,2,2,2,2,2,2,2
11360101,1136,113601,3,1,3,3,3,3,2,3,3,2,3,2,2,1,2,2,3,2,3,3,1136,113601,2,2,2,2,2,1,2,2
11360102,1136,113601,3,1,1,1,1,1,3,3,2,2,2,2,2,2,3,3,3,3,3,3,1136,113601,2,2,2,2,2,2,2,2
11360103,1136,113601,3,2,3,3,3,3,3,1,4,3,4,4,3,2,4,3,4,4,4,4,1136,113601,2,2,2,2,2,2,2,2
11360104,1136,113601,2,1,3,3,3,1,2,3,4,2,3,4,3,3,3,3,2,2,2,2,1136,113601,2,2,2,2,2,2,2,2
11360105,1136,113601,2,2,1,3,NA,NA,2,3,4,2,NA,3,4,2,2,1,1,3,3,3,1136,113601,2,2,2,2,2,2,2,2
11360106,1136,113601,3,1,2,1,2,3,2,3,4,1,3,3,3,1,2,2,3,2,3,3,1136,113601,2,2,2,2,2,2,2,2
11360107,1136,113601,2,1,1,2,2,1,2,4,4,2,4,4,3,3,2,1,2,3,3,2,1136,113601,2,2,2,2,2,2,2,2
11360108,1136,113601,3,2,3,3,3,3,3,2,3,2,2,2,2,1,2,1,2,1,2,1,1136,113601,2,2,2,2,2,2,2,2
11360109,1136,113601,2,2,3,3,2,3,2,3,4,2,2,2,3,2,2,1,4,4,4,4,1136,113601,2,2,2,2,2,2,2,2
11360110,1136,113601,1,1,3,3,2,3,3,2,3,3,2,2,2,2,2,1,3,3,3,2,1136,113601,2,2,2,2,2,2,2,2
11360111,1136,113601,2,1,1,2,2,1,2,2,4,2,4,3,3,3,3,2,3,3,3,3,1136,113601,2,2,2,2,2,2,2,2
11360112,1136,113601,2,1,1,3,3,3,3,3,4,4,3,3,3,3,3,1,1,1,4,4,1136,113601,2,2,2,2,2,2,2,2
11360113,1136,113601,2,1,2,3,1,3,3,3,4,1,2,1,2,3,3,3,3,3,4,3,1136,113601,2,2,2,2,2,2,2,2
11360114,1136,113601,3,1,2,1,2,3,1,4,4,1,3,1,4,2,2,1,NA,2,2,2,1136,113601,2,2,2,2,2,2,2,2
11360115,1136,113601,1,1,2,1,1,3,1,4,3,2,4,4,4,1,1,2,3,1,1,1,1136,113601,2,2,2,2,2,2,2,2
11360116,1136,113601,2,2,2,3,2,3,3,3,4,2,3,3,4,1,2,1,3,2,2,3,1136,113601,2,2,1,2,2,2,2,2
11360117,1136,113601,2,1,2,2,3,2,3,2,3,1,2,2,3,2,3,3,2,3,3,2,1136,113601,2,2,2,2,2,2,2,2
11360118,1136,113601,1,1,3,3,1,2,1,3,4,2,2,2,4,1,2,1,3,2,3,2,1136,113601,2,2,2,2,2,2,2,2
11360119,1136,113601,2,2,2,3,3,2,2,4,4,2,4,4,4,2,3,1,4,2,3,3,1136,113601,2,2,2,2,2,1,2,2
11360121,1136,113601,2,1,2,3,3,2,2,3,3,2,3,3,3,2,2,2,1,1,2,2,1136,113601,1,1,1,1,1,1,1,1
11360122,1136,113601,1,1,1,2,1,2,1,3,4,2,4,3,3,1,2,1,2,1,1,1,1136,113601,2,2,2,2,2,2,2,2
11360123,1136,113601,1,1,2,2,1,2,3,3,3,2,2,2,3,1,1,1,1,1,2,3,1136,113601,2,2,2,2,2,2,1,2
11360124,1136,113601,2,1,2,3,3,3,2,3,3,1,3,3,3,3,1,1,1,1,3,1,1136,113601,2,2,2,2,2,2,2,2
11360125,1136,113601,2,1,3,2,2,3,3,3,3,1,1,1,1,1,2,1,4,3,4,2,1136,113601,2,2,2,2,2,2,2,2
11360126,1136,113601,2,2,2,3,2,3,3,4,4,2,4,3,4,1,2,1,3,1,2,1,1136,113601,2,2,2,2,2,2,2,2
11360127,1136,113601,3,1,2,3,3,3,3,4,4,2,4,4,4,1,4,1,4,4,4,2,1136,113601,2,2,2,2,2,2,2,2
11360128,1136,113601,2,1,NA,2,3,3,2,4,4,3,4,4,4,1,1,2,2,2,3,3,1136,113601,2,2,2,2,2,2,2,2
11360129,1136,113601,3,2,3,3,3,1,3,1,2,1,2,2,1,4,4,2,4,4,4,3,1136,113601,2,2,2,2,2,2,2,2
11360130,1136,113601,2,1,1,2,3,3,2,4,4,3,3,4,3,3,2,1,2,2,3,1,1136,113601,2,2,2,2,2,2,2,2
11360131,1136,113601,1,1,3,2,2,1,1,1,4,1,4,4,4,4,4,1,1,4,4,4,1136,113601,2,2,2,2,2,2,2,2
11360132,1136,113601,2,1,3,3,2,2,1,3,3,1,2,1,1,3,3,3,3,3,3,3,1136,113601,2,2,2,2,2,2,2,2
11360133,1136,113601,2,1,2,2,3,3,3,3,2,3,3,3,3,2,2,1,2,1,2,2,1136,113601,2,2,2,2,2,2,2,2
11360134,1136,113601,1,1,2,3,3,2,2,4,4,3,3,3,4,1,1,1,2,1,2,1,1136,113601,2,2,2,2,2,2,2,2
11360135,1136,113601,1,1,3,1,1,3,3,4,4,2,4,1,3,2,1,1,4,1,4,3,1136,113601,2,2,2,2,2,2,2,2
11360136,1136,113601,1,1,3,2,2,3,1,4,4,1,3,3,4,1,2,1,2,1,3,1,1136,113601,2,2,2,2,2,2,2,2
11360137,1136,113601,1,1,3,1,1,1,1,4,4,3,4,4,4,1,1,1,2,1,2,2,1136,113601,2,2,2,2,2,2,2,2
11360138,1136,113601,2,2,3,1,2,3,2,2,2,1,4,3,4,3,1,2,4,1,4,4,1136,113601,2,2,2,2,2,1,2,2
11370101,1137,113701,1,2,2,3,1,2,1,4,4,2,3,3,3,2,2,1,1,2,2,3,1137,113701,2,2,2,2,2,2,2,2
11370102,1137,113701,3,1,2,3,3,3,2,3,3,1,2,2,2,3,4,2,3,3,4,3,1137,113701,2,2,2,2,2,2,2,2
11370103,1137,113701,3,2,3,3,3,3,1,1,1,1,2,1,1,4,4,4,4,3,4,3,1137,113701,2,2,2,2,2,2,2,2
11370104,1137,113701,3,3,3,3,3,3,2,2,3,1,3,2,2,1,2,2,1,3,4,3,1137,113701,2,2,2,2,2,2,2,2
11370105,1137,113701,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,2,1,1,2,1137,113701,2,2,2,2,2,2,2,2
11370106,1137,113701,3,3,3,3,3,3,3,2,3,2,2,2,2,4,4,3,3,4,4,4,1137,113701,2,2,1,2,2,2,2,2
11370107,1137,113701,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1137,113701,2,2,2,2,2,2,2,2
11370108,1137,113701,3,1,2,3,2,1,2,1,3,2,3,4,2,1,2,3,4,3,2,1,1137,113701,2,2,2,2,2,2,2,2
11370110,1137,113701,3,3,3,3,3,3,3,1,1,1,1,1,1,4,4,4,4,4,4,4,1137,113701,2,2,2,2,2,2,2,2
11370111,1137,113701,3,3,3,3,3,3,3,2,3,1,3,3,1,4,4,4,4,4,4,4,1137,113701,2,2,2,2,2,2,2,2
11370112,1137,113701,3,1,2,3,3,3,3,2,2,1,1,2,1,3,4,3,1,1,1,1,1137,113701,2,2,1,2,2,2,2,1
11370113,1137,113701,1,1,1,1,2,2,1,3,4,NA,4,3,2,2,3,1,3,4,3,3,1137,113701,2,2,2,2,2,2,2,2
11370114,1137,113701,2,1,2,3,3,2,3,3,2,1,3,2,4,1,2,1,2,1,3,3,1137,113701,2,2,2,2,2,2,2,2
11370115,1137,113701,1,3,3,3,2,3,3,3,4,2,3,3,3,3,4,2,4,4,4,2,1137,113701,2,2,2,2,2,2,2,2
11370116,1137,113701,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1137,113701,1,1,1,1,1,1,1,2
11370117,1137,113701,3,1,3,3,3,3,3,1,1,1,1,1,1,4,3,3,4,3,4,4,1137,113701,2,2,2,2,2,2,2,2
11370118,1137,113701,3,3,3,3,3,3,3,4,4,1,4,4,4,4,4,4,4,4,4,4,1137,113701,2,2,2,2,2,2,2,2
11370120,1137,113701,3,1,2,3,3,3,3,3,3,1,2,1,1,2,3,3,3,3,3,3,1137,113701,2,2,2,2,2,2,2,2
11370121,1137,113701,1,1,2,3,1,2,2,3,3,2,3,3,2,2,2,1,2,2,2,2,1137,113701,2,2,2,2,2,2,2,2
11370123,1137,113701,1,1,1,3,1,1,2,2,2,1,3,2,2,2,2,1,3,1,3,3,1137,113701,2,2,2,2,2,2,2,2
11370124,1137,113701,2,2,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1137,113701,2,2,2,2,2,2,2,2
11370125,1137,113701,2,2,2,3,3,2,1,3,3,2,3,2,3,2,3,2,3,2,3,2,1137,113701,2,2,2,2,2,2,2,2
11380101,1138,113801,3,1,3,3,3,3,2,4,4,2,3,3,3,1,3,1,3,2,3,4,1138,113801,2,2,2,2,2,2,2,2
11380102,1138,113801,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1138,113801,2,2,2,2,2,2,2,2
11380103,1138,113801,1,1,3,1,3,2,2,4,4,3,4,4,4,1,2,2,2,3,4,1,1138,113801,2,2,2,2,2,2,2,2
11380104,1138,113801,1,1,1,1,1,1,1,3,3,3,3,2,3,1,2,1,1,2,2,2,1138,113801,2,2,2,2,2,2,2,2
11380105,1138,113801,3,1,2,2,3,2,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1138,113801,2,2,2,2,2,2,2,2
11380106,1138,113801,2,1,1,1,1,3,2,4,4,4,4,4,4,1,1,1,1,1,1,1,1138,113801,2,2,2,2,2,2,2,2
11380107,1138,113801,3,1,3,3,3,3,3,4,4,2,4,4,4,1,1,1,1,1,1,1,1138,113801,2,2,2,2,2,2,2,2
11380108,1138,113801,1,1,1,1,1,1,1,4,4,4,4,4,4,2,2,1,1,1,1,2,1138,113801,2,2,2,2,2,2,2,2
11380109,1138,113801,3,1,1,3,3,1,3,3,3,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,1138,113801,1,1,1,1,1,1,1,1
